IdCiudad;Nombre;Apellido;FechaNacimiento;EstadoCivil;Genero;Email;IngresoAnual;TotalHijos;CantHijosEnCasa;Educacion;Ocupacion;Propietario;CantAutomoviles;Direccion;Telefono;Distancia;Region;Edad;prediction(ComproBicicleta);$T-Bietápico;Tipo Bicicleta
616;Jack;Mitchell;17951;C;M;jack47@mineriadedatos.com.ar;1000000;2;1;Estudios universitarios (en curso);Profesional;0;2;4160 Saranap;449-555-0192;2-5 Km.;Norte;64;1;Cluster-2;Kinder y Sports
176;Raymond;Sam;26332;S;M;raymond1@mineriadedatos.com.ar;30000;0;0;EducaciÃ³n secundaria;Obrero;1;1;Kalkweg 43;313-555-0100;2-5 Km.;Centro;41;1;Cluster-1;Basic
325;Katherine;Coleman;26714;C;F;katherine31@mineriadedatos.com.ar;40000;1;0;Estudios de postgrado;Obrero especializado;1;0;8120 E Lane;204-555-0163;0-1 Km.;Norte;40;1;Cluster-1;Basic
310;Brendan;Lal;26856;S;M;brendan7@mineriadedatos.com.ar;40000;1;0;Estudios de postgrado;Obrero especializado;1;0;651 Bridgeview St;660-555-0111;1-2 Km.;Norte;39;1;Cluster-1;Basic
161;Zachary;Martinez;19613;C;M;zachary48@mineriadedatos.com.ar;120000;3;5;Licenciatura;GestiÃ³n;1;2;Herzogstr 4662;500 555-0190;10+ Km.;Centro;59;1;Cluster-2;Kinder y Sports
31;Savannah;Scott;16965;C;F;savannah36@mineriadedatos.com.ar;30000;2;0;Estudios universitarios (en curso);Administrativo;0;2;7061 Eaker Way;500 555-0128;5-10 Km.;Sur;66;1;Cluster-3;Basic
239;Jake;Wu;25496;S;M;jake7@mineriadedatos.com.ar;40000;0;0;Estudios de postgrado;Administrativo;0;0;7522 Santa Ana Drive;500 555-0122;0-1 Km.;Centro;43;1;Cluster-3;Basic
358;Riley;Stewart;22023;C;F;riley40@mineriadedatos.com.ar;160000;1;3;Estudios universitarios (en curso);Profesional;0;3;2369 Teak St.;618-555-0117;2-5 Km.;Norte;53;1;Cluster-2;Kinder y Sports
299;Raymond;Suri;23149;C;M;raymond2@mineriadedatos.com.ar;100000;0;2;Estudios universitarios (en curso);Profesional;1;2;8245 Pinehurst Court;585-555-0180;2-5 Km.;Norte;50;1;Cluster-1;Basic
37;Raymond;Arthur;24281;C;M;raymond8@mineriadedatos.com.ar;100000;0;0;Estudios de postgrado;GestiÃ³n;1;0;5643 Palms Dr.;500 555-0164;2-5 Km.;Sur;46;1;Cluster-1;Basic
10;Carla;Sanchez;24799;C;F;carla23@mineriadedatos.com.ar;90000;4;4;Licenciatura;Profesional;1;0;8830 Versailles Pl;500 555-0121;0-1 Km.;Sur;45;1;Cluster-1;Basic
237;Andres;Raje;27341;C;M;andres11@mineriadedatos.com.ar;40000;1;1;Licenciatura;Obrero especializado;1;0;6296 Elmonte Drive;500 555-0183;1-2 Km.;Centro;38;1;Cluster-1;Basic
37;Ernest;Zhao;25117.04167;S;M;ernest10@mineriadedatos.com.ar;60000;2;2;Licenciatura;Profesional;0;1;1162 Relief Valley Ct;500 555-0174;0-1 Km.;Sur;44;1;Cluster-3;Basic
302;Samuel;Simmons;26711;C;M;samuel14@mineriadedatos.com.ar;40000;1;0;Estudios de postgrado;Obrero especializado;1;0;7318 Lavene Way;991-555-0133;0-1 Km.;Norte;40;1;Cluster-1;Basic
191;Terrence;Deng;24156;S;M;terrence2@mineriadedatos.com.ar;30000;2;2;Estudios universitarios (en curso);Obrero;1;0;995  rue de Courtaboeuf;500 555-0158;0-1 Km.;Centro;47;1;Cluster-1;Basic
310;Dylan;Bryant;24879;S;M;dylan17@mineriadedatos.com.ar;60000;0;0;Licenciatura;Profesional;0;1;4645 Mehaffey Way;161-555-0181;2-5 Km.;Norte;45;1;Cluster-3;Basic
230;Drew;Yuan;26214;S;M;drew7@mineriadedatos.com.ar;30000;0;0;EducaciÃ³n secundaria;Obrero;0;1;4684 Frigate Ct.;500 555-0185;2-5 Km.;Centro;41;1;Cluster-3;Basic
34;Barbara;Nara;26039;C;F;barbara45@mineriadedatos.com.ar;120000;0;5;EducaciÃ³n secundaria (en curso);GestiÃ³n;1;4;7933 Ashwood Dr;500 555-0144;10+ Km.;Sur;42;1;Cluster-2;Kinder y Sports
229;Jacquelyn;Blanco;20273;C;F;jacquelyn16@mineriadedatos.com.ar;130000;3;4;Estudios universitarios (en curso);Profesional;0;3;3894 Dennis Circle;500 555-0116;5-10 Km.;Centro;57;1;Cluster-2;Kinder y Sports
12;Carolyn;Torres;14600;C;F;carolyn32@mineriadedatos.com.ar;40000;2;0;Licenciatura;GestiÃ³n;0;2;8439 Rio Grande Drive;500 555-0150;0-1 Km.;Sur;73;1;Cluster-3;Basic
17;Jay;Browning;17199;S;M;jay45@mineriadedatos.com.ar;30000;2;0;Estudios universitarios (en curso);Administrativo;0;2;4001 Camino Solano;500 555-0168;1-2 Km.;Sur;66;1;Cluster-3;Basic
27;Aimee;Zheng;20169;S;F;aimee14@mineriadedatos.com.ar;80000;2;0;Estudios universitarios (en curso);Obrero especializado;0;2;994 Counting Drive;500 555-0116;1-2 Km.;Sur;58;1;Cluster-3;Basic
49;Lucas;Martin;19556;C;M;lucas28@mineriadedatos.com.ar;70000;3;0;Estudios de postgrado;GestiÃ³n;1;2;191 Trail Way;434-555-0192;5-10 Km.;Norte;59;1;Cluster-1;Basic
355;Natalie;Coleman;26920;C;F;natalie28@mineriadedatos.com.ar;40000;1;0;Estudios de postgrado;Obrero especializado;1;0;5300 Turning Dr.;184-555-0115;0-1 Km.;Norte;39;1;Cluster-1;Basic
35;Lucas;Foster;28766;S;M;lucas64@mineriadedatos.com.ar;10000;0;0;Estudios universitarios (en curso);Obrero;1;1;8831 Versailles Pl.;500 555-0176;2-5 Km.;Sur;34;1;Cluster-1;Basic
338;Alexa;Stewart;25802;C;F;alexa21@mineriadedatos.com.ar;70000;4;0;Estudios de postgrado;Profesional;0;0;9534 Hartnell Court;776-555-0128;0-1 Km.;Norte;42;1;Cluster-3;Basic
19;Felicia;Gomez;25878;C;F;felicia1@mineriadedatos.com.ar;120000;0;5;EducaciÃ³n secundaria (en curso);Profesional;1;4;9790 Berrellesa St.;500 555-0151;10+ Km.;Sur;42;1;Cluster-2;Kinder y Sports
361;Sean;Morris;20127;C;M;sean26@mineriadedatos.com.ar;40000;1;0;Estudios universitarios (en curso);Administrativo;1;1;6603 Jennifer Way;951-555-0193;1-2 Km.;Norte;58;1;Cluster-1;Basic
27;Damien;Liang;17223;C;M;damien13@mineriadedatos.com.ar;30000;2;0;Estudios universitarios (en curso);Administrativo;0;2;1691 Boxer Blvd.;500 555-0163;5-10 Km.;Sur;66;1;Cluster-3;Basic
38;Kristopher;Suri;26801;C;M;kristopher0@mineriadedatos.com.ar;80000;0;0;Licenciatura;Profesional;1;3;4088 Millfield Place;500 555-0178;10+ Km.;Sur;40;1;Cluster-1;Basic
231;Sydney;Perry;23824;C;F;sydney30@mineriadedatos.com.ar;40000;1;0;Licenciatura;Obrero especializado;1;0;7307 Corte Segundo;500 555-0169;0-1 Km.;Centro;48;1;Cluster-1;Basic
360;Tristan;Wood;22767;C;M;tristan2@mineriadedatos.com.ar;70000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;4580 Duck Horn Court;756-555-0133;2-5 Km.;Norte;51;1;Cluster-1;Basic
10;Jessie;Rubio;28016;S;F;jessie40@mineriadedatos.com.ar;10000;1;1;EducaciÃ³n secundaria;Obrero;0;0;3883 Pheasant Ct.;500 555-0113;1-2 Km.;Sur;36;1;Cluster-3;Basic
53;Eduardo;Henderson;25144;C;M;eduardo49@mineriadedatos.com.ar;90000;4;4;Licenciatura;GestiÃ³n;1;1;9754 Olivera;911-555-0117;0-1 Km.;Norte;44;1;Cluster-2;Kinder y Sports
240;Trisha;Sun;25368;S;F;trisha8@mineriadedatos.com.ar;30000;1;0;Licenciatura;Administrativo;1;0;2877  rue des Ecoles;500 555-0165;0-1 Km.;Centro;43;1;Cluster-1;Basic
553;Mariah;Flores;12678;C;F;mariah17@mineriadedatos.com.ar;60000;2;0;Estudios de postgrado;GestiÃ³n;1;2;8574 Hillview Drive;861-555-0128;5-10 Km.;Norte;78;1;Cluster-1;Basic
641;Sarah;Griffin;21301;C;F;sarah45@mineriadedatos.com.ar;60000;1;0;Licenciatura;Profesional;1;1;4341 Lagoon Court;307-555-0166;0-1 Km.;Norte;55;1;Cluster-1;Basic
360;Maria;Young;22503;C;F;maria65@mineriadedatos.com.ar;60000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;631 Elliott Dr.;125-555-0197;0-1 Km.;Norte;51;1;Cluster-1;Basic
205;Stacey;Hee;25720;S;F;stacey20@mineriadedatos.com.ar;40000;2;2;Estudios universitarios (en curso);Administrativo;1;0;61  rue de Fontfroide;500 555-0113;1-2 Km.;Centro;42;1;Cluster-1;Basic
339;Thomas;Lopez;20258;C;M;thomas57@mineriadedatos.com.ar;40000;1;0;Estudios universitarios (en curso);Administrativo;1;1;8574 Hidden Oak Ct.;429-555-0115;0-1 Km.;Norte;57;1;Cluster-1;Basic
260;Grant;Shan;27335;C;M;grant12@mineriadedatos.com.ar;40000;1;1;Licenciatura;Obrero especializado;0;0;5566 Banyan Circle;500 555-0157;0-1 Km.;Centro;38;1;Cluster-3;Basic
302;Ian;Howard;19892;S;M;ian78@mineriadedatos.com.ar;70000;2;0;EducaciÃ³n secundaria (en curso);Obrero especializado;0;2;3001 Hanson Lane;535-555-0131;1-2 Km.;Norte;58;1;Cluster-3;Basic
298;Ashley;Rodriguez;23273;C;F;ashley21@mineriadedatos.com.ar;100000;0;2;Estudios universitarios (en curso);Profesional;1;2;1480 Shoenic;804-555-0168;2-5 Km.;Norte;49;1;Cluster-1;Basic
265;Natalie;Alexander;25177;C;F;natalie41@mineriadedatos.com.ar;30000;1;0;Licenciatura;Administrativo;1;0;6928 N. 8th Street;500 555-0183;1-2 Km.;Centro;44;1;Cluster-1;Basic
641;Haley;Gray;26311;C;F;haley15@mineriadedatos.com.ar;80000;0;0;Licenciatura;GestiÃ³n;1;1;6885 Amending Drive;676-555-0155;1-2 Km.;Norte;41;1;Cluster-1;Basic
322;James;Jones;24944;S;M;james78@mineriadedatos.com.ar;70000;0;0;Licenciatura;Profesional;0;1;1141 Hale Court;145-555-0141;0-1 Km.;Norte;45;1;Cluster-3;Basic
185;Leah;Liang;23539;S;F;leah13@mineriadedatos.com.ar;10000;3;2;EducaciÃ³n secundaria (en curso);Obrero;1;2;99  avenue Reille;500 555-0139;0-1 Km.;Centro;48;1;Cluster-1;Basic
611;Isaiah;Watson;24981;C;M;isaiah0@mineriadedatos.com.ar;70000;2;2;Licenciatura;Obrero especializado;1;1;7223 Vinewood Dr.;385-555-0110;2-5 Km.;Norte;44;1;Cluster-1;Basic
272;Lydia;Subram;27235;C;F;lydia12@mineriadedatos.com.ar;40000;1;1;Licenciatura;Obrero especializado;1;0;2575 Garcia;500 555-0139;1-2 Km.;Centro;38;1;Cluster-1;Basic
334;Katelyn;Sanchez;22511;C;F;katelyn26@mineriadedatos.com.ar;130000;1;3;Licenciatura;GestiÃ³n;1;3;8869 Climbing Vine Court;395-555-0150;2-5 Km.;Norte;51;1;Cluster-2;Kinder y Sports
267;Hector;Diaz;23903;S;M;hector1@mineriadedatos.com.ar;20000;2;2;EducaciÃ³n secundaria;Obrero;0;0;7128 Joan Ave.;500 555-0132;0-1 Km.;Centro;47;1;Cluster-3;Basic
36;Ebony;Carlson;25346;C;F;ebony39@mineriadedatos.com.ar;120000;1;0;Estudios de postgrado;GestiÃ³n;1;0;1387 Dias Circle;500 555-0113;0-1 Km.;Sur;43;1;Cluster-1;Basic
265;Emma;Morris;24068;C;F;emma26@mineriadedatos.com.ar;40000;1;0;Licenciatura;Obrero especializado;1;0;6999 Salem St.;500 555-0182;0-1 Km.;Centro;47;1;Cluster-1;Basic
18;Evelyn;Rodriguez;24118;S;F;evelyn20@mineriadedatos.com.ar;110000;0;0;Estudios de postgrado;GestiÃ³n;0;3;9236 Hanson Lane;500 555-0122;0-1 Km.;Sur;47;1;Cluster-3;Basic
147;Jared;Ward;21816;S;M;jared6@mineriadedatos.com.ar;20000;2;0;Estudios universitarios (en curso);Obrero;0;1;Erftplatz 876;500 555-0135;2-5 Km.;Centro;53;1;Cluster-3;Basic
28;Melinda;Suarez;24971;S;F;melinda14@mineriadedatos.com.ar;60000;2;2;Licenciatura;Profesional;0;1;3823 Birch Bark Dr;500 555-0132;0-1 Km.;Sur;45;1;Cluster-3;Basic
49;Jerome;Navarro;20165;C;M;jerome8@mineriadedatos.com.ar;40000;1;0;Estudios universitarios (en curso);Administrativo;1;1;9537 Ridgewood Drive;934-555-0191;1-2 Km.;Norte;58;1;Cluster-1;Basic
631;Michelle;James;21108;S;F;michelle9@mineriadedatos.com.ar;80000;2;0;EducaciÃ³n secundaria (en curso);Obrero especializado;0;2;9772 Mountain View Drive;471-555-0167;1-2 Km.;Norte;55;1;Cluster-3;Basic
252;Alvin;Zhao;23989;C;M;alvin10@mineriadedatos.com.ar;40000;1;0;Licenciatura;Obrero especializado;1;0;1312 Garland Dr.;500 555-0175;0-1 Km.;Centro;47;1;Cluster-1;Basic
359;Kimberly;Stewart;19763;C;F;kimberly24@mineriadedatos.com.ar;40000;1;0;Estudios universitarios (en curso);Administrativo;1;1;6289 Via Del Verdes;732-555-0139;0-1 Km.;Norte;59;1;Cluster-1;Basic
11;Cristina;Nara;21058;S;F;cristina15@mineriadedatos.com.ar;70000;2;0;EducaciÃ³n secundaria;Profesional;0;2;7128 Paris Lane;500 555-0196;1-2 Km.;Sur;55;1;Cluster-3;Basic
298;Rebecca;Evans;19765;C;F;rebecca4@mineriadedatos.com.ar;70000;3;1;EducaciÃ³n secundaria;Profesional;1;0;6154 Cleveland Rd;280-555-0162;5-10 Km.;Norte;59;1;Cluster-1;Basic
34;Russell;Chander;16932;C;M;russell18@mineriadedatos.com.ar;40000;2;0;Licenciatura;GestiÃ³n;1;2;8547 Lyon Circle;500 555-0115;5-10 Km.;Sur;67;1;Cluster-1;Basic
22;Troy;Suri;28224;C;M;troy0@mineriadedatos.com.ar;20000;0;0;Estudios universitarios (en curso);Obrero;1;0;5948 Seeno St.;500 555-0152;0-1 Km.;Sur;36;1;Cluster-1;Basic
15;Gloria;Serrano;27176;S;F;gloria17@mineriadedatos.com.ar;90000;0;0;Licenciatura;Profesional;0;3;9687 Maywood Ln.;500 555-0133;10+ Km.;Sur;38;1;Cluster-3;Basic
361;Elizabeth;Garcia;20822;C;F;elizabeth20@mineriadedatos.com.ar;40000;1;0;Estudios universitarios (en curso);Administrativo;1;1;7807 Pine Creek Way;183-555-0159;1-2 Km.;Norte;56;1;Cluster-1;Basic
358;Devin;Turner;23925;C;M;devin37@mineriadedatos.com.ar;130000;1;2;Estudios de postgrado;GestiÃ³n;1;0;6374 Las Palmas;859-555-0119;0-1 Km.;Norte;47;1;Cluster-1;Basic
331;Zachary;Hayes;12855;C;M;zachary21@mineriadedatos.com.ar;120000;1;3;Estudios de postgrado;GestiÃ³n;1;4;8455 Mt. Davidson Court;713-555-0192;2-5 Km.;Norte;78;1;Cluster-2;Kinder y Sports
614;Noah;Williams;26452;S;M;noah58@mineriadedatos.com.ar;70000;0;0;Estudios universitarios (en curso);Obrero especializado;1;2;8100 Contra Loma Blvd.;477-555-0174;5-10 Km.;Norte;40;1;Cluster-1;Basic
11;Laura;Zheng;23209;S;F;laura25@mineriadedatos.com.ar;70000;0;0;Licenciatura;Profesional;0;2;4428 Jones Rd.;500 555-0110;0-1 Km.;Sur;49;1;Cluster-3;Basic
552;Riley;Cox;24645;S;F;riley30@mineriadedatos.com.ar;60000;0;0;Estudios de postgrado;Profesional;0;1;9002 Kathleen Drive;842-555-0194;0-1 Km.;Norte;45;1;Cluster-3;Basic
132;Rebekah;Munoz;24339;S;F;rebekah27@mineriadedatos.com.ar;40000;0;0;Licenciatura;Profesional;1;0;3229 Mark Twain Dr.;500 555-0116;0-1 Km.;Centro;46;1;Cluster-1;Basic
51;Victoria;Butler;20677;C;F;victoria61@mineriadedatos.com.ar;80000;3;0;Estudios universitarios (en curso);Profesional;0;2;5423 Morengo Ct.;108-555-0122;2-5 Km.;Norte;56;1;Cluster-3;Basic
20;Ricky;Martin;27741;S;M;ricky0@mineriadedatos.com.ar;70000;0;0;Licenciatura;Profesional;1;3;2912 Guadalupe;500 555-0133;10+ Km.;Sur;37;1;Cluster-1;Basic
33;Louis;Ma;27311;S;M;louis10@mineriadedatos.com.ar;70000;0;0;Licenciatura;Profesional;0;3;9593 Singingwood Court;500 555-0180;10+ Km.;Sur;38;1;Cluster-3;Basic
6;Levi;Sanchez;15778;S;M;levi18@mineriadedatos.com.ar;40000;2;0;Licenciatura;GestiÃ³n;1;2;7226 Casa Real;500 555-0117;5-10 Km.;Sur;70;1;Cluster-1;Basic
31;Ian;Martinez;29030;C;M;ian15@mineriadedatos.com.ar;10000;1;1;EducaciÃ³n secundaria;Obrero;1;0;6422 Vista Diablo;500 555-0140;2-5 Km.;Sur;33;1;Cluster-1;Basic
63;Emily;Davis;25439;S;F;emily5@mineriadedatos.com.ar;60000;2;2;Licenciatura;Obrero especializado;0;0;7326 Kenmore;512-555-0123;0-1 Km.;Norte;43;1;Cluster-3;Basic
343;Catherine;Brooks;22725;C;F;catherine2@mineriadedatos.com.ar;70000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;6866 Concord Blvd.;310-555-0159;2-5 Km.;Norte;51;1;Cluster-1;Basic
547;Mackenzie;Cox;24656;C;F;mackenzie9@mineriadedatos.com.ar;110000;0;1;Estudios de postgrado;GestiÃ³n;1;0;6191 Story Lane;199-555-0157;5-10 Km.;Norte;45;1;Cluster-1;Basic
265;Marshall;Lin;21517;C;M;marshall7@mineriadedatos.com.ar;150000;1;3;Estudios universitarios (en curso);Profesional;0;3;7070 W. Watson Court;500 555-0198;5-10 Km.;Centro;54;1;Cluster-2;Kinder y Sports
372;Hunter;Lewis;26402;S;M;hunter54@mineriadedatos.com.ar;80000;0;0;Licenciatura;GestiÃ³n;0;1;4302 Oakleaf Ct.;197-555-0167;0-1 Km.;Norte;41;1;Cluster-3;Basic
337;Jeremiah;King;26552;S;M;jeremiah14@mineriadedatos.com.ar;70000;1;0;Estudios de postgrado;Profesional;1;0;2741 Orangewood Dr.;698-555-0158;2-5 Km.;Norte;40;1;Cluster-1;Basic
168;Cheryl;Martin;22679;C;F;cheryl2@mineriadedatos.com.ar;40000;1;0;Licenciatura;Obrero especializado;1;1;Haberstr 328;500 555-0143;0-1 Km.;Centro;51;1;Cluster-1;Basic
372;Natalie;Morris;20345;C;F;natalie2@mineriadedatos.com.ar;80000;3;2;Estudios universitarios (en curso);Profesional;1;1;3159 C Wharton Way;479-555-0144;5-10 Km.;Norte;57;1;Cluster-1;Basic
62;Caitlin;Murphy;21148;C;F;caitlin12@mineriadedatos.com.ar;40000;1;0;Estudios universitarios (en curso);Administrativo;1;1;2318 Pleasant Circle;377-555-0119;0-1 Km.;Norte;55;1;Cluster-1;Basic
322;Morgan;Murphy;25287;S;F;morgan53@mineriadedatos.com.ar;60000;2;2;Licenciatura;Obrero especializado;0;0;6681 Pestana Way;216-555-0146;0-1 Km.;Norte;44;1;Cluster-3;Basic
176;Shaun;Deng;25092;S;M;shaun3@mineriadedatos.com.ar;10000;3;3;EducaciÃ³n secundaria;Obrero;1;0;Haberstr 41;500 555-0172;0-1 Km.;Centro;44;1;Cluster-1;Basic
39;Arturo;Gao;24279;S;M;arturo16@mineriadedatos.com.ar;90000;2;0;Licenciatura;Profesional;1;0;4351 Charlotte Ave.;500 555-0195;1-2 Km.;Sur;46;1;Cluster-1;Basic
183;Deanna;Madan;24551;S;F;deanna11@mineriadedatos.com.ar;20000;1;1;EducaciÃ³n secundaria;Obrero;0;1;3  rue Jean Mermoz;500 555-0177;0-1 Km.;Centro;46;1;Cluster-3;Basic
609;Donna;Anand;24902;C;F;donna20@mineriadedatos.com.ar;70000;2;2;Licenciatura;Obrero especializado;1;1;1865 Scenic Ct.;784-555-0134;2-5 Km.;Norte;45;1;Cluster-1;Basic
385;Angela;Patterson;24216;S;F;angela13@mineriadedatos.com.ar;70000;4;0;Estudios de postgrado;Profesional;1;0;3477 Mt. Washington Way;435-555-0136;2-5 Km.;Norte;47;1;Cluster-1;Basic
35;Devin;Gonzalez;20414;S;M;devin31@mineriadedatos.com.ar;80000;2;0;EducaciÃ³n secundaria;Obrero especializado;1;2;9618 San Rafael;500 555-0110;5-10 Km.;Sur;57;1;Cluster-1;Basic
189;Fernando;Collins;24754;S;M;fernando43@mineriadedatos.com.ar;40000;0;0;Licenciatura;Administrativo;1;0;821  rue des Rosiers;500 555-0169;0-1 Km.;Centro;45;1;Cluster-1;Basic
33;AlÃ­cia;Anand;20601;S;F;alÃ­cia18@mineriadedatos.com.ar;80000;2;0;EducaciÃ³n secundaria;Obrero especializado;0;2;2176 Apollo Way;500 555-0159;1-2 Km.;Sur;56;1;Cluster-3;Basic
644;Ariana;Peterson;20432;C;F;ariana4@mineriadedatos.com.ar;40000;1;0;Estudios universitarios (en curso);Administrativo;1;1;9052 Blue Ridge Dr;298-555-0145;0-1 Km.;Norte;57;1;Cluster-1;Basic
60;Rachel;Garcia;21435;C;F;rachel19@mineriadedatos.com.ar;80000;5;0;Estudios de postgrado;Profesional;1;0;8403 Esperanza;429-555-0199;0-1 Km.;Norte;54;1;Cluster-1;Basic
53;Morgan;Turner;24404;C;F;morgan3@mineriadedatos.com.ar;70000;0;0;Estudios de postgrado;Profesional;1;0;6091 Bluefish Lane;856-555-0168;2-5 Km.;Norte;46;1;Cluster-1;Basic
14;Alejandro;Kumar;22100;C;M;alejandro34@mineriadedatos.com.ar;60000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;1689 Boxwood Ln.;500 555-0133;0-1 Km.;Sur;52;1;Cluster-1;Basic
369;Elizabeth;Coleman;28713;C;F;elizabeth35@mineriadedatos.com.ar;70000;0;0;Estudios universitarios (en curso);Obrero especializado;0;2;7546 Gonzalez Ct.;400-555-0120;0-1 Km.;Norte;34;1;Cluster-3;Basic
238;Theodore;Moreno;24889;S;M;theodore7@mineriadedatos.com.ar;10000;3;3;EducaciÃ³n secundaria;Obrero;1;0;8381 Lake Place;500 555-0184;0-1 Km.;Centro;45;1;Cluster-1;Basic
18;Cindy;Raman;25320;C;F;cindy12@mineriadedatos.com.ar;90000;1;0;Estudios de postgrado;GestiÃ³n;0;0;7947 Stillman Court;500 555-0182;0-1 Km.;Sur;44;1;Cluster-3;Basic
33;Jerry;Chande;14770;C;M;jerry16@mineriadedatos.com.ar;30000;2;0;Estudios universitarios (en curso);Administrativo;0;2;9950 Edward Ave;500 555-0167;0-1 Km.;Sur;72;1;Cluster-3;Basic
609;Isabella;Moore;22274;C;F;isabella63@mineriadedatos.com.ar;60000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;2972 East Lake Court;207-555-0183;2-5 Km.;Norte;52;1;Cluster-1;Basic
276;Marie;Sai;17464;C;F;marie10@mineriadedatos.com.ar;160000;5;5;EducaciÃ³n secundaria (en curso);Profesional;0;4;4616 Sutcliffe Pl;500 555-0115;10+ Km.;Centro;65;1;Cluster-2;Kinder y Sports
15;Monica;Martinez;29146;C;F;monica17@mineriadedatos.com.ar;20000;0;0;Licenciatura;Administrativo;1;0;9018 Vallet Crest Drive;500 555-0162;0-1 Km.;Sur;33;1;Cluster-1;Basic
10;Latoya;She;24921;C;F;latoya0@mineriadedatos.com.ar;60000;2;2;Licenciatura;Profesional;1;1;2681 Black Walnut Ct.;500 555-0166;0-1 Km.;Sur;45;1;Cluster-1;Basic
618;Justin;Zhang;24729;S;M;justin21@mineriadedatos.com.ar;40000;0;0;Licenciatura;Profesional;0;1;4250 Park Tree Ct;431-555-0179;2-5 Km.;Norte;45;1;Cluster-3;Basic
355;Rachel;Foster;16517;S;F;rachel64@mineriadedatos.com.ar;30000;2;1;EducaciÃ³n secundaria (en curso);Obrero especializado;1;3;6615 Winterglenn Way;525-555-0184;10+ Km.;Norte;68;1;Cluster-1;Basic
171;Katherine;Edwards;26252;S;F;katherine50@mineriadedatos.com.ar;40000;2;2;Estudios universitarios (en curso);Administrativo;1;1;Zollstr 62;500 555-0172;1-2 Km.;Centro;41;1;Cluster-1;Basic
310;Erik;Suarez;24435;S;M;erik19@mineriadedatos.com.ar;120000;2;2;Licenciatura;GestiÃ³n;0;3;1157 Chilpancingo Pk.;177-555-0168;0-1 Km.;Norte;46;1;Cluster-3;Basic
27;Sergio;Rodriguez;20705;C;M;sergio20@mineriadedatos.com.ar;70000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;6140 Mt. Whitney Way;500 555-0119;5-10 Km.;Sur;56;1;Cluster-1;Basic
6;Carly;Nath;25814;C;F;carly16@mineriadedatos.com.ar;100000;0;5;EducaciÃ³n secundaria (en curso);Profesional;1;4;5884 Madhatter Circle;500 555-0145;10+ Km.;Sur;42;1;Cluster-2;Kinder y Sports
3;Michele;Gonzalez;20967;S;F;michele32@mineriadedatos.com.ar;70000;2;0;EducaciÃ³n secundaria;Profesional;1;2;2748 Anyway St.;500 555-0119;5-10 Km.;Sur;55;1;Cluster-1;Basic
235;Erick;Vance;26721;C;M;erick3@mineriadedatos.com.ar;40000;1;1;Licenciatura;Obrero especializado;1;1;5265 Evergreen Ct;500 555-0177;1-2 Km.;Centro;40;1;Cluster-1;Basic
348;Jacob;Martinez;19560;C;M;jacob13@mineriadedatos.com.ar;30000;1;0;Licenciatura;Obrero especializado;1;1;551 Rainier Dr;983-555-0120;2-5 Km.;Norte;59;1;Cluster-1;Basic
256;Alejandro;Xie;16121;S;M;alejandro29@mineriadedatos.com.ar;160000;3;4;Licenciatura;GestiÃ³n;0;3;1374 Boatwright Dr.;500 555-0137;5-10 Km.;Centro;69;1;Cluster-2;Kinder y Sports
246;Cassie;Sharma;27245;C;F;cassie8@mineriadedatos.com.ar;40000;1;1;Licenciatura;Obrero especializado;1;0;7281 Running Springs Rd.;500 555-0195;1-2 Km.;Centro;38;1;Cluster-1;Basic
33;Patricia;Saunders;24875;C;F;patricia14@mineriadedatos.com.ar;60000;2;2;Licenciatura;Profesional;1;1;4908 Chickpea Ct.;500 555-0186;0-1 Km.;Sur;45;1;Cluster-1;Basic
648;Nathan;Ross;25776;C;M;nathan0@mineriadedatos.com.ar;40000;1;1;Licenciatura;Obrero especializado;1;1;316 Rambling Rose Ave;171-555-0176;2-5 Km.;Norte;42;1;Cluster-1;Basic
302;Keith;Raji;25593;C;M;keith25@mineriadedatos.com.ar;70000;4;0;Estudios de postgrado;Profesional;1;0;7248 Holiday Hills Dr.;207-555-0133;0-1 Km.;Norte;43;1;Cluster-1;Basic
626;Maria;Morgan;23872;S;F;maria6@mineriadedatos.com.ar;80000;3;3;Licenciatura;Obrero especializado;1;2;2187 S. Rising Ave;997-555-0135;2-5 Km.;Norte;48;1;Cluster-2;Kinder y Sports
352;Alex;Parker;22532;C;M;alex26@mineriadedatos.com.ar;130000;1;3;Licenciatura;GestiÃ³n;1;3;7581 Alaska Dr.;613-555-0123;0-1 Km.;Norte;51;1;Cluster-2;Kinder y Sports
30;Krystal;Liu;28695;C;F;krystal4@mineriadedatos.com.ar;20000;0;0;Licenciatura;Administrativo;1;0;7468 Franklin Canyon Road;500 555-0163;0-1 Km.;Sur;34;1;Cluster-1;Basic
52;Xavier;Mitchell;25047;C;M;xavier34@mineriadedatos.com.ar;80000;0;0;Licenciatura;GestiÃ³n;0;1;7834 Roux Court;939-555-0178;0-1 Km.;Norte;44;1;Cluster-3;Basic
