IdCiudad;Nombre;Apellido;FechaNacimiento;EstadoCivil;Genero;Email;IngresoAnual;TotalHijos;CantHijosEnCasa;Educacion;Ocupacion;Propietario;CantAutomoviles;Direccion;Telefono;Distancia;Region;Edad;prediction(ComproBicicleta)
552;Angela;Washington;16/4/1978 00:00;S;F;angela16@mineriadedatos.com.ar;40000;0;0;'Educación secundaria';'Obrero especializado';0;2;'1127 Leewood Place';807-555-0154;'0-1 Km.';Norte;35;0
338;Alexa;Stewart;22/8/1970 00:00;C;F;alexa21@mineriadedatos.com.ar;70000;4;0;'Estudios de postgrado';Profesional;0;0;'9534 Hartnell Court';776-555-0128;'0-1 Km.';Norte;42;1
19;Felicia;Gomez;6/11/1970 00:00;C;F;felicia1@mineriadedatos.com.ar;120000;0;5;'Educación secundaria (en curso)';Profesional;1;4;'9790 Berrellesa St.';'500 555-0151';'10+ Km.';Sur;42;1
39;Edward;Hayes;11/5/1965 00:00;C;M;edward71@mineriadedatos.com.ar;80000;5;5;Licenciatura;Profesional;1;4;'9155 Wee Donegal';'500 555-0119';'1-2 Km.';Sur;48;0
361;Sean;Morris;7/2/1955 00:00;C;M;sean26@mineriadedatos.com.ar;40000;1;0;'Estudios universitarios (en curso)';Administrativo;1;1;'6603 Jennifer Way';951-555-0193;'1-2 Km.';Norte;58;1
27;Damien;Liang;25/2/1947 00:00;C;M;damien13@mineriadedatos.com.ar;30000;2;0;'Estudios universitarios (en curso)';Administrativo;0;2;'1691 Boxer Blvd.';'500 555-0163';'5-10 Km.';Sur;66;1
156;Jessie;Carlson;22/6/1944 00:00;S;F;jessie37@mineriadedatos.com.ar;90000;5;0;'Estudios universitarios (en curso)';Profesional;0;2;'Nollendorfplatz 518';'500 555-0158';'10+ Km.';Centro;68;0
2;Gabriel;Mitchell;20/5/1954 00:00;S;M;gabriel42@mineriadedatos.com.ar;40000;3;0;'Educación secundaria (en curso)';Administrativo;0;2;'6510 Northridge Drive';'500 555-0131';'1-2 Km.';Sur;59;0
71;Jordan;Evans;5/9/1965 00:00;C;M;jordan54@mineriadedatos.com.ar;90000;4;4;'Estudios universitarios (en curso)';Profesional;1;3;'5023 Stephine Way';628-555-0181;'2-5 Km.';Norte;47;0
38;Kristopher;Suri;17/5/1973 00:00;C;M;kristopher0@mineriadedatos.com.ar;80000;0;0;Licenciatura;Profesional;1;3;'4088 Millfield Place';'500 555-0178';'10+ Km.';Sur;40;1
231;Sydney;Perry;23/3/1965 00:00;C;F;sydney30@mineriadedatos.com.ar;40000;1;0;Licenciatura;'Obrero especializado';1;0;'7307 Corte Segundo';'500 555-0169';'0-1 Km.';Centro;48;1
2;Stanley;Martinez;7/10/1963 00:00;C;M;stanley19@mineriadedatos.com.ar;60000;5;5;Licenciatura;Profesional;1;2;'1288 Vista Del Rio';'500 555-0191';'5-10 Km.';Sur;49;0
236;Hailey;Perry;9/7/1971 00:00;S;F;hailey29@mineriadedatos.com.ar;10000;0;0;'Educación secundaria (en curso)';Obrero;1;2;'514 Rambling Lane';'500 555-0170';'1-2 Km.';Centro;41;0
360;Tristan;Wood;1/5/1962 00:00;C;M;tristan2@mineriadedatos.com.ar;70000;1;0;'Estudios universitarios (en curso)';'Obrero especializado';1;1;'4580 Duck Horn Court';756-555-0133;'2-5 Km.';Norte;51;1
21;Edgar;Raman;15/3/1966 00:00;C;M;edgar13@mineriadedatos.com.ar;80000;5;5;Licenciatura;Profesional;1;3;'283 Winterberry Ct';'500 555-0127';'0-1 Km.';Sur;47;0
196;Valerie;Cai;14/2/1963 00:00;S;F;valerie23@mineriadedatos.com.ar;10000;3;2;'Educación secundaria (en curso)';Obrero;1;2;'20  boulevard d´Albi';'500 555-0167';'0-1 Km.';Centro;50;0
10;Jessie;Rubio;13/9/1976 00:00;S;F;jessie40@mineriadedatos.com.ar;10000;1;1;'Educación secundaria';Obrero;0;0;'3883 Pheasant Ct.';'500 555-0113';'1-2 Km.';Sur;36;1
183;Susan;Zhu;24/1/1979 00:00;C;F;susan24@mineriadedatos.com.ar;20000;4;4;'Educación secundaria';Obrero;0;2;'10  rue Pierre-Demoulin';'500 555-0146';'0-1 Km.';Centro;34;0
300;Marcus;Rogers;6/4/1933 00:00;S;M;marcus94@mineriadedatos.com.ar;100000;1;1;'Estudios de postgrado';Gestión;1;3;'8408 Hillview Dr.';796-555-0139;'2-5 Km.';Norte;80;0
612;Alexandra;Cox;8/9/1965 00:00;C;F;alexandra14@mineriadedatos.com.ar;60000;0;0;'Estudios de postgrado';Profesional;1;1;'7776 Cordoba Way';152-555-0147;'2-5 Km.';Norte;47;0
616;Austin;Martin;21/5/1974 00:00;S;M;austin30@mineriadedatos.com.ar;60000;0;0;'Estudios universitarios (en curso)';Profesional;1;2;'5421 Morengo Ct.';864-555-0155;'5-10 Km.';Norte;39;0
53;Eduardo;Henderson;2/11/1968 00:00;C;M;eduardo49@mineriadedatos.com.ar;90000;4;4;Licenciatura;Gestión;1;1;'9754 Olivera';911-555-0117;'0-1 Km.';Norte;44;1
240;Trisha;Sun;14/6/1969 00:00;S;F;trisha8@mineriadedatos.com.ar;30000;1;0;Licenciatura;Administrativo;1;0;'2877  rue des Ecoles';'500 555-0165';'0-1 Km.';Centro;43;1
326;Trinity;Bailey;13/8/1966 00:00;S;F;trinity14@mineriadedatos.com.ar;60000;3;3;Licenciatura;'Obrero especializado';1;0;'2 Raymond Dr';195-555-0117;'2-5 Km.';Norte;46;0
553;Mariah;Flores;16/9/1934 00:00;C;F;mariah17@mineriadedatos.com.ar;60000;2;0;'Estudios de postgrado';Gestión;1;2;'8574 Hillview Drive';861-555-0128;'5-10 Km.';Norte;78;1
368;Melissa;Brooks;9/5/1975 00:00;S;F;melissa24@mineriadedatos.com.ar;40000;3;3;'Estudios universitarios (en curso)';Administrativo;1;0;'7334 Rockford Dr';442-555-0165;'1-2 Km.';Norte;38;0
641;Sarah;Griffin;26/4/1958 00:00;C;F;sarah45@mineriadedatos.com.ar;60000;1;0;Licenciatura;Profesional;1;1;'4341 Lagoon Court';307-555-0166;'0-1 Km.';Norte;55;1
360;Maria;Young;10/8/1961 00:00;C;F;maria65@mineriadedatos.com.ar;60000;1;0;'Estudios universitarios (en curso)';'Obrero especializado';1;1;'631 Elliott Dr.';125-555-0197;'0-1 Km.';Norte;51;1
337;Eduardo;Nelson;12/5/1965 00:00;C;M;eduardo33@mineriadedatos.com.ar;80000;3;3;Licenciatura;'Obrero especializado';1;1;'7613 Orangewood Dr';936-555-0134;'0-1 Km.';Norte;48;0
36;Latasha;Jimenez;22/3/1965 00:00;C;F;latasha5@mineriadedatos.com.ar;80000;5;5;Licenciatura;Profesional;1;4;'7259 Birchwood';'500 555-0118';'1-2 Km.';Sur;48;0
205;Stacey;Hee;1/6/1970 00:00;S;F;stacey20@mineriadedatos.com.ar;40000;2;2;'Estudios universitarios (en curso)';Administrativo;1;0;'61  rue de Fontfroide';'500 555-0113';'1-2 Km.';Centro;42;1
637;Amanda;Scott;6/1/1970 00:00;C;F;amanda56@mineriadedatos.com.ar;50000;1;1;Licenciatura;'Obrero especializado';1;0;'3465 Fitzpatrick Drive';605-555-0150;'2-5 Km.';Norte;43;0
180;Wayne;Andersen;19/12/1972 00:00;S;M;wayne15@mineriadedatos.com.ar;10000;0;0;'Educación secundaria (en curso)';Obrero;1;2;'8040  rue de la Centenaire';'500 555-0130';'1-2 Km.';Centro;40;0
339;Thomas;Lopez;18/6/1955 00:00;C;M;thomas57@mineriadedatos.com.ar;40000;1;0;'Estudios universitarios (en curso)';Administrativo;1;1;'8574 Hidden Oak Ct.';429-555-0115;'0-1 Km.';Norte;57;1
142;Clayton;Tang;22/5/1957 00:00;S;M;clayton24@mineriadedatos.com.ar;120000;2;4;'Educación secundaria';Profesional;1;4;'Pappelallee 622';'500 555-0187';'5-10 Km.';Centro;56;0
278;Carly;Shan;5/1/1971 00:00;S;F;carly10@mineriadedatos.com.ar;20000;0;0;'Educación secundaria (en curso)';Obrero;0;2;'2928 Harmony Way';'500 555-0155';'0-1 Km.';Centro;42;0
172;Carol;Xu;18/7/1946 00:00;C;F;carol24@mineriadedatos.com.ar;110000;3;4;Licenciatura;Gestión;0;4;'Alderstr 27';'500 555-0150';'5-10 Km.';Centro;66;0
383;Patrick;Howard;23/8/1959 00:00;S;M;patrick16@mineriadedatos.com.ar;60000;4;0;'Estudios de postgrado';'Obrero especializado';1;0;'1933 Lorie Lane';407-555-0182;'1-2 Km.';Norte;53;0
260;Grant;Shan;2/11/1974 00:00;C;M;grant12@mineriadedatos.com.ar;40000;1;1;Licenciatura;'Obrero especializado';0;0;'5566 Banyan Circle';'500 555-0157';'0-1 Km.';Centro;38;1
22;Ross;Malhotra;5/3/1963 00:00;S;M;ross4@mineriadedatos.com.ar;70000;0;0;Licenciatura;Profesional;0;1;'9862 Ahneita Dr.';'500 555-0152';'5-10 Km.';Sur;50;0
302;Ian;Howard;17/6/1954 00:00;S;M;ian78@mineriadedatos.com.ar;70000;2;0;'Educación secundaria (en curso)';'Obrero especializado';0;2;'3001 Hanson Lane';535-555-0131;'1-2 Km.';Norte;58;1
302;Taylor;Hughes;4/12/1974 00:00;S;F;taylor36@mineriadedatos.com.ar;60000;0;0;'Estudios universitarios (en curso)';Profesional;0;2;'1398 Yorba Linda';124-555-0194;'1-2 Km.';Norte;38;0
266;Tracy;Goel;25/4/1950 00:00;C;F;tracy18@mineriadedatos.com.ar;160000;2;5;'Estudios universitarios (en curso)';Gestión;1;3;'6161 Sanders St.';'500 555-0118';'10+ Km.';Centro;63;0
298;Ashley;Rodriguez;19/9/1963 00:00;C;F;ashley21@mineriadedatos.com.ar;100000;0;2;'Estudios universitarios (en curso)';Profesional;1;2;'1480 Shoenic';804-555-0168;'2-5 Km.';Norte;49;1
618;Lucas;Walker;22/11/1977 00:00;C;M;lucas37@mineriadedatos.com.ar;40000;0;0;'Estudios universitarios (en curso)';'Obrero especializado';1;1;'3395 Farm Bureau Rd';174-555-0185;'5-10 Km.';Norte;35;0
186;Dana;Ortega;26/3/1960 00:00;S;F;dana15@mineriadedatos.com.ar;10000;1;1;'Educación secundaria';Obrero;0;1;'80  rue de Fontfroide';'500 555-0148';'2-5 Km.';Centro;53;0
307;Xavier;Coleman;25/10/1963 00:00;S;M;xavier47@mineriadedatos.com.ar;110000;4;2;Licenciatura;Gestión;0;4;'6682 Fountainhead Ct.';133-555-0143;'1-2 Km.';Norte;49;0
17;Holly;Sai;20/5/1936 00:00;C;F;holly7@mineriadedatos.com.ar;40000;2;0;Licenciatura;Gestión;1;1;'2606 Lacanda';'500 555-0115';'5-10 Km.';Sur;77;0
311;Jonathan;Parker;15/6/1959 00:00;C;M;jonathan37@mineriadedatos.com.ar;60000;4;0;'Estudios de postgrado';'Obrero especializado';0;0;'4209 San Carlos Ave.';159-555-0195;'0-1 Km.';Norte;53;0
20;Byron;Martin;17/10/1967 00:00;C;M;byron0@mineriadedatos.com.ar;80000;5;5;Licenciatura;Profesional;0;4;'4024 Dos Encinas';'500 555-0166';'0-1 Km.';Sur;45;0
265;Natalie;Alexander;5/12/1968 00:00;C;F;natalie41@mineriadedatos.com.ar;30000;1;0;Licenciatura;Administrativo;1;0;'6928 N. 8th Street';'500 555-0183';'1-2 Km.';Centro;44;1
641;Haley;Gray;13/1/1972 00:00;C;F;haley15@mineriadedatos.com.ar;80000;0;0;Licenciatura;Gestión;1;1;'6885 Amending Drive';676-555-0155;'1-2 Km.';Norte;41;1
542;Mason;Watson;11/3/1971 00:00;C;M;mason2@mineriadedatos.com.ar;60000;1;0;'Estudios de postgrado';'Obrero especializado';1;0;'255 Mt. Olivet Ct.';638-555-0178;'1-2 Km.';Norte;42;0
546;Christian;Hughes;23/12/1955 00:00;C;M;christian26@mineriadedatos.com.ar;80000;5;0;'Estudios de postgrado';'Obrero especializado';1;0;'3279 W 46th St';231-555-0168;'0-1 Km.';Norte;57;0
6;Kristen;Zheng;18/6/1930 00:00;C;F;kristen16@mineriadedatos.com.ar;90000;1;0;'Estudios de postgrado';Gestión;1;1;'4619 Mount Orange Ct';'500 555-0129';'1-2 Km.';Sur;82;0
322;James;Jones;16/4/1968 00:00;S;M;james78@mineriadedatos.com.ar;70000;0;0;Licenciatura;Profesional;0;1;'1141 Hale Court';145-555-0141;'0-1 Km.';Norte;45;1
637;María;Flores;8/3/1975 00:00;C;F;maría35@mineriadedatos.com.ar;40000;0;0;'Educación secundaria';'Obrero especializado';1;2;'8629 Pepper Place';649-555-0177;'5-10 Km.';Norte;38;0
69;Jennifer;Perry;1/11/1953 00:00;C;F;jennifer82@mineriadedatos.com.ar;60000;3;0;'Estudios de postgrado';Gestión;1;2;'6274 San Antonio';263-555-0116;'5-10 Km.';Norte;59;0
262;Rachel;Cook;9/9/1945 00:00;S;F;rachel32@mineriadedatos.com.ar;130000;4;4;'Estudios universitarios (en curso)';Profesional;0;4;'8121 Larkin Dr.';'500 555-0172';'5-10 Km.';Centro;67;0
185;Leah;Liang;11/6/1964 00:00;S;F;leah13@mineriadedatos.com.ar;10000;3;2;'Educación secundaria (en curso)';Obrero;1;2;'99  avenue Reille';'500 555-0139';'0-1 Km.';Centro;48;1
62;Caleb;Parker;23/4/1968 00:00;C;M;caleb28@mineriadedatos.com.ar;40000;4;4;'Educación secundaria';'Obrero especializado';1;3;'5243 Harmony Way';593-555-0116;'10+ Km.';Norte;45;0
32;Larry;Blanco;24/5/1964 00:00;S;M;larry18@mineriadedatos.com.ar;80000;4;0;Licenciatura;Profesional;0;1;'410 Wallace Dr.';'500 555-0194';'1-2 Km.';Sur;48;0
331;Faith;Reed;13/9/1964 00:00;S;F;faith36@mineriadedatos.com.ar;50000;4;2;Licenciatura;'Obrero especializado';1;2;'2751 Trail Way';727-555-0162;'2-5 Km.';Norte;48;0
611;Isaiah;Watson;23/5/1968 00:00;C;M;isaiah0@mineriadedatos.com.ar;70000;2;2;Licenciatura;'Obrero especializado';1;1;'7223 Vinewood Dr.';385-555-0110;'2-5 Km.';Norte;44;1
223;Louis;She;5/4/1943 00:00;C;M;louis17@mineriadedatos.com.ar;20000;2;0;'Estudios universitarios (en curso)';Obrero;1;0;'112  boulevard Tremblay';'500 555-0125';'0-1 Km.';Centro;70;0
348;Emma;Moore;24/1/1965 00:00;S;F;emma7@mineriadedatos.com.ar;60000;0;0;'Estudios de postgrado';Profesional;0;1;'9690 Hale Dr.';730-555-0155;'0-1 Km.';Norte;48;0
272;Lydia;Subram;25/7/1974 00:00;C;F;lydia12@mineriadedatos.com.ar;40000;1;1;Licenciatura;'Obrero especializado';1;0;'2575 Garcia';'500 555-0139';'1-2 Km.';Centro;38;1
334;Katelyn;Sanchez;18/8/1961 00:00;C;F;katelyn26@mineriadedatos.com.ar;130000;1;3;Licenciatura;Gestión;1;3;'8869 Climbing Vine Court';395-555-0150;'2-5 Km.';Norte;51;1
648;Sarah;Diaz;11/7/1966 00:00;S;F;sarah46@mineriadedatos.com.ar;60000;3;3;Licenciatura;'Obrero especializado';1;1;'2419 Martindale Dr.';573-555-0135;'2-5 Km.';Norte;46;0
24;Mitchell;Andersen;6/5/1952 00:00;C;M;mitchell12@mineriadedatos.com.ar;20000;2;1;'Educación secundaria (en curso)';Administrativo;1;3;'8465 Kim Court';'500 555-0142';'5-10 Km.';Sur;61;0
25;Thomas;Shan;26/8/1949 00:00;C;M;thomas34@mineriadedatos.com.ar;20000;2;1;'Educación secundaria (en curso)';Administrativo;1;2;'6120 Apple Court';'500 555-0122';'5-10 Km.';Sur;63;0
632;Kelly;Jenkins;10/11/1965 00:00;C;F;kelly11@mineriadedatos.com.ar;100000;4;1;'Estudios universitarios (en curso)';Profesional;1;4;'4511 Gathering Court';131-555-0124;'0-1 Km.';Norte;47;0
267;Hector;Diaz;10/6/1965 00:00;S;M;hector1@mineriadedatos.com.ar;20000;2;2;'Educación secundaria';Obrero;0;0;'7128 Joan Ave.';'500 555-0132';'0-1 Km.';Centro;47;1
132;Barbara;Lin;22/1/1937 00:00;C;F;barbara17@mineriadedatos.com.ar;20000;1;0;Licenciatura;Administrativo;1;0;'Essener Straße 820';'500 555-0182';'0-1 Km.';Centro;76;0
626;Jason;Allen;5/7/1963 00:00;C;M;jason50@mineriadedatos.com.ar;60000;4;2;Licenciatura;Profesional;1;2;'16 Woodside Court';151-555-0119;'2-5 Km.';Norte;49;0
36;Ebony;Carlson;23/5/1969 00:00;C;F;ebony39@mineriadedatos.com.ar;120000;1;0;'Estudios de postgrado';Gestión;1;0;'1387 Dias Circle';'500 555-0113';'0-1 Km.';Sur;43;1
271;Janet;Sheperdigian;24/1/1956 00:00;C;M;janet3@mineriadedatos.com.ar;170000;3;3;'Estudios universitarios (en curso)';Profesional;1;4;'9145 Paso Del Rio Way';943-555-0100;'0-1 Km.';Centro;57;0
265;Emma;Morris;22/11/1965 00:00;C;F;emma26@mineriadedatos.com.ar;40000;1;0;Licenciatura;'Obrero especializado';1;0;'6999 Salem St.';'500 555-0182';'0-1 Km.';Centro;47;1
130;Tammy;Patel;22/4/1972 00:00;C;F;tammy3@mineriadedatos.com.ar;10000;0;0;'Educación secundaria (en curso)';Obrero;0;2;'Lützowplatz 58';'500 555-0132';'0-1 Km.';Centro;41;0
276;Danny;Munoz;8/2/1977 00:00;S;M;danny8@mineriadedatos.com.ar;20000;0;0;'Educación secundaria';Obrero;0;1;'4592 Hill Drive';'500 555-0169';'2-5 Km.';Centro;36;0
611;Miranda;Griffin;12/3/1942 00:00;S;F;miranda21@mineriadedatos.com.ar;50000;4;0;Licenciatura;Gestión;0;2;'8185 Geary';349-555-0118;'1-2 Km.';Norte;71;0
206;Diana;Vazquez;22/9/1934 00:00;C;F;diana14@mineriadedatos.com.ar;30000;1;0;Licenciatura;'Obrero especializado';1;1;'88  rue de l´Esplanade';'500 555-0116';'2-5 Km.';Centro;78;0
18;Evelyn;Rodriguez;11/1/1966 00:00;S;F;evelyn20@mineriadedatos.com.ar;110000;0;0;'Estudios de postgrado';Gestión;0;3;'9236 Hanson Lane';'500 555-0122';'0-1 Km.';Sur;47;1
611;Harold;Arun;24/9/1948 00:00;C;M;harold4@mineriadedatos.com.ar;30000;4;0;'Educación secundaria';Profesional;1;2;'5923 Hazelwood Lane';290-555-0125;'5-10 Km.';Norte;64;0
266;Margaret;Zeng;18/3/1978 00:00;S;F;margaret27@mineriadedatos.com.ar;30000;0;0;'Educación secundaria';Obrero;1;1;'3352 Alicante Court';'500 555-0196';'2-5 Km.';Centro;35;0
183;Jaclyn;Ye;7/4/1964 00:00;C;F;jaclyn10@mineriadedatos.com.ar;30000;2;2;'Estudios universitarios (en curso)';Administrativo;1;2;'22  rue Saint Denis';'500 555-0153';'0-1 Km.';Centro;49;0
36;Raymond;Subram;9/10/1980 00:00;C;M;raymond15@mineriadedatos.com.ar;10000;0;0;'Estudios universitarios (en curso)';Obrero;0;1;'9052 Montgomery Avenue';'500 555-0194';'0-1 Km.';Sur;32;0
345;Luke;Washington;10/2/1980 00:00;C;M;luke2@mineriadedatos.com.ar;30000;0;0;'Educación secundaria';'Obrero especializado';1;2;'4628 Mountain View Place';220-555-0193;'5-10 Km.';Norte;33;0
263;Clayton;Andersen;12/11/1971 00:00;S;M;clayton31@mineriadedatos.com.ar;20000;0;0;'Educación secundaria (en curso)';Obrero;1;2;'8844 Bel Aire Drive';'500 555-0121';'1-2 Km.';Centro;41;0
147;Jared;Ward;23/9/1959 00:00;S;M;jared6@mineriadedatos.com.ar;20000;2;0;'Estudios universitarios (en curso)';Obrero;0;1;'Erftplatz 876';'500 555-0135';'2-5 Km.';Centro;53;1
28;Melinda;Suarez;13/5/1968 00:00;S;F;melinda14@mineriadedatos.com.ar;60000;2;2;Licenciatura;Profesional;0;1;'3823 Birch Bark Dr';'500 555-0132';'0-1 Km.';Sur;45;1
368;Eduardo;Torres;5/8/1946 00:00;S;M;eduardo72@mineriadedatos.com.ar;60000;5;0;Licenciatura;Gestión;1;3;'8120 Golden Meadow';369-555-0192;'10+ Km.';Norte;66;0
49;Jerome;Navarro;17/3/1955 00:00;C;M;jerome8@mineriadedatos.com.ar;40000;1;0;'Estudios universitarios (en curso)';Administrativo;1;1;'9537 Ridgewood Drive';934-555-0191;'1-2 Km.';Norte;58;1
176;Bob;Kapoor;2/10/1947 00:00;S;M;bob4@mineriadedatos.com.ar;110000;4;5;'Educación secundaria (en curso)';Profesional;0;3;'Kampstr 2842';'500 555-0169';'10+ Km.';Centro;65;0
631;Michelle;James;15/10/1957 00:00;S;F;michelle9@mineriadedatos.com.ar;80000;2;0;'Educación secundaria (en curso)';'Obrero especializado';0;2;'9772 Mountain View Drive';471-555-0167;'1-2 Km.';Norte;55;1
186;Stephanie;Parker;17/6/1968 00:00;C;F;stephanie55@mineriadedatos.com.ar;20000;1;1;'Estudios universitarios (en curso)';Obrero;1;1;'42  impasse Ste-Madeleine';'500 555-0124';'2-5 Km.';Centro;44;0
252;Alvin;Zhao;4/9/1965 00:00;C;M;alvin10@mineriadedatos.com.ar;40000;1;0;Licenciatura;'Obrero especializado';1;0;'1312 Garland Dr.';'500 555-0175';'0-1 Km.';Centro;47;1
536;Tamara;Zeng;25/8/1941 00:00;C;F;tamara11@mineriadedatos.com.ar;90000;5;0;Licenciatura;Gestión;1;2;'5243 Miguel Drive';818-555-0163;'5-10 Km.';Norte;71;0
15;Peter;Shan;1/10/1954 00:00;S;M;peter16@mineriadedatos.com.ar;40000;3;0;'Educación secundaria (en curso)';Administrativo;0;2;'5949 Laurel Drive';'500 555-0116';'1-2 Km.';Sur;58;0
300;Chloe;Hall;8/12/1938 00:00;C;F;chloe33@mineriadedatos.com.ar;70000;4;0;'Estudios de postgrado';Gestión;1;2;'4042 Shoenic';148-555-0188;'10+ Km.';Norte;74;0
359;Kimberly;Stewart;8/2/1954 00:00;C;F;kimberly24@mineriadedatos.com.ar;40000;1;0;'Estudios universitarios (en curso)';Administrativo;1;1;'6289 Via Del Verdes';732-555-0139;'0-1 Km.';Norte;59;1
190;Kristin;Goel;12/8/1965 00:00;C;F;kristin17@mineriadedatos.com.ar;30000;1;1;Licenciatura;'Obrero especializado';1;2;'119  rue Marbeuf';'500 555-0111';'0-1 Km.';Centro;47;0
315;Nathan;Carter;1/3/1941 00:00;C;M;nathan38@mineriadedatos.com.ar;50000;3;0;Licenciatura;Gestión;1;2;'3526 Dover Way';413-555-0181;'10+ Km.';Norte;72;0
11;Cristina;Nara;26/8/1957 00:00;S;F;cristina15@mineriadedatos.com.ar;70000;2;0;'Educación secundaria';Profesional;0;2;'7128 Paris Lane';'500 555-0196';'1-2 Km.';Sur;55;1
214;Shaun;Kumar;5/12/1934 00:00;S;M;shaun8@mineriadedatos.com.ar;20000;2;0;'Estudios universitarios (en curso)';Administrativo;1;1;'1  rue de Varenne';'500 555-0177';'2-5 Km.';Centro;78;0
298;Rebecca;Evans;10/2/1954 00:00;C;F;rebecca4@mineriadedatos.com.ar;70000;3;1;'Educación secundaria';Profesional;1;0;'6154 Cleveland Rd';280-555-0162;'5-10 Km.';Norte;59;1
545;Marcus;Jenkins;1/11/1980 00:00;S;M;marcus56@mineriadedatos.com.ar;30000;0;0;'Educación secundaria';'Obrero especializado';0;2;'7260 Holly Oak Dr.';393-555-0137;'0-1 Km.';Norte;32;0
49;Renee;Gomez;22/2/1972 00:00;C;F;renee1@mineriadedatos.com.ar;50000;0;0;'Estudios de postgrado';'Obrero especializado';1;0;'1902 Santa Cruz';815-555-0124;'1-2 Km.';Norte;41;0
35;Larry;Sanz;20/4/1962 00:00;S;M;larry22@mineriadedatos.com.ar;70000;5;4;Licenciatura;Profesional;1;2;'8790 Lay Brooke Way';'500 555-0172';'5-10 Km.';Sur;51;0
635;Sydney;Foster;17/12/1954 00:00;C;F;sydney38@mineriadedatos.com.ar;70000;3;1;'Educación secundaria';Profesional;0;0;'512 Palms Dr';714-555-0190;'1-2 Km.';Norte;58;0
634;Justin;Jenkins;11/3/1973 00:00;S;M;justin3@mineriadedatos.com.ar;50000;1;0;'Estudios de postgrado';'Obrero especializado';1;0;'2854 Ironwood Way';892-555-0144;'1-2 Km.';Norte;40;0
144;Nelson;Moreno;11/1/1962 00:00;C;M;nelson6@mineriadedatos.com.ar;10000;1;0;'Estudios de postgrado';Obrero;1;0;'Am Gallberg 6400';'500 555-0111';'0-1 Km.';Centro;51;0
216;Ernest;Liang;4/7/1969 00:00;S;M;ernest16@mineriadedatos.com.ar;20000;0;0;'Estudios universitarios (en curso)';Obrero;0;1;'11  quai de l´ Iton';'500 555-0165';'2-5 Km.';Centro;43;0
34;Russell;Chander;10/5/1946 00:00;C;M;russell18@mineriadedatos.com.ar;40000;2;0;Licenciatura;Gestión;1;2;'8547 Lyon Circle';'500 555-0115';'5-10 Km.';Sur;67;1
231;Omar;Yuan;7/3/1974 00:00;S;M;omar26@mineriadedatos.com.ar;30000;0;0;'Educación secundaria';Obrero;0;1;'2153 Cloudview Dr.';'500 555-0174';'2-5 Km.';Centro;39;0
22;Troy;Suri;9/4/1977 00:00;C;M;troy0@mineriadedatos.com.ar;20000;0;0;'Estudios universitarios (en curso)';Obrero;1;0;'5948 Seeno St.';'500 555-0152';'0-1 Km.';Sur;36;1
32;Harold;Patel;15/8/1975 00:00;C;M;harold1@mineriadedatos.com.ar;60000;0;0;Licenciatura;Profesional;1;4;'2115 White Dr.';'500 555-0154';'10+ Km.';Sur;37;0
648;Tristan;Bryant;25/9/1951 00:00;S;M;tristan18@mineriadedatos.com.ar;40000;3;0;'Estudios universitarios (en curso)';Profesional;0;2;'5545 Goen Road';269-555-0191;'1-2 Km.';Norte;61;0
553;Blake;Hall;13/6/1937 00:00;C;M;blake24@mineriadedatos.com.ar;50000;3;0;'Estudios de postgrado';Gestión;1;2;'778 Kingsford Dr';942-555-0159;'1-2 Km.';Norte;75;0
49;Carmen;Mehta;11/11/1951 00:00;S;F;carmen17@mineriadedatos.com.ar;60000;2;1;'Educación secundaria';Profesional;1;2;'3926 Cactus Court';396-555-0186;'10+ Km.';Norte;61;0
15;Gloria;Serrano;27/5/1974 00:00;S;F;gloria17@mineriadedatos.com.ar;90000;0;0;Licenciatura;Profesional;0;3;'9687 Maywood Ln.';'500 555-0133';'10+ Km.';Sur;38;1
361;Elizabeth;Garcia;2/1/1957 00:00;C;F;elizabeth20@mineriadedatos.com.ar;40000;1;0;'Estudios universitarios (en curso)';Administrativo;1;1;'7807 Pine Creek Way';183-555-0159;'1-2 Km.';Norte;56;1
56;Haley;Scott;23/11/1974 00:00;S;F;haley51@mineriadedatos.com.ar;40000;3;3;'Estudios universitarios (en curso)';Administrativo;1;1;'2905 Limeridge Drive';384-555-0163;'0-1 Km.';Norte;38;0
219;Corey;Yuan;26/5/1947 00:00;S;M;corey6@mineriadedatos.com.ar;90000;5;0;'Educación secundaria (en curso)';'Obrero especializado';0;2;'1234  rue Ste-Honoré';'500 555-0111';'5-10 Km.';Centro;65;0
311;Michele;Rubio;15/4/1946 00:00;S;F;michele54@mineriadedatos.com.ar;70000;5;0;Licenciatura;Gestión;0;3;'8192 Seagull Court';688-555-0125;'2-5 Km.';Norte;67;0
322;Fernando;Adams;15/6/1954 00:00;C;M;fernando31@mineriadedatos.com.ar;60000;2;0;'Educación secundaria (en curso)';'Obrero especializado';0;2;'4787 R St.';247-555-0133;'1-2 Km.';Norte;58;0
358;Devin;Turner;2/7/1965 00:00;C;M;devin37@mineriadedatos.com.ar;130000;1;2;'Estudios de postgrado';Gestión;1;0;'6374 Las Palmas';859-555-0119;'0-1 Km.';Norte;47;1
53;Noah;Martin;24/12/1975 00:00;C;M;noah59@mineriadedatos.com.ar;40000;4;4;'Estudios universitarios (en curso)';Administrativo;0;0;'6218 Stephanie Way';473-555-0111;'0-1 Km.';Norte;37;0
